year of exhibition,age at the time,name,birthyear,birthplace city,birthplace state,work place city,work place state,work place 2,work place 2 state or country
2012,30,Wu Tsang,1982,worcester,ma,los angeles,ca,,
2012,45,Richard Maxwell,1967,west fargo,north dakota,new york,new york,,
2012,47,Nicole Eisenman,1965,verdun,france,new york,ny,,
2012,none,John Kelsey,none,united states,united states,new york,new york,,
2012,none,Lutz Bacher,none,united states,united states,berkeley,california,,
2012,54,Moyra Davey,1958,toronto,canada,new york,ny,,
2012,66,Forrest Bess,1911,texas,texas,texas,texas,,
2012,63,Charles Atlas,1949,st. louis,missouri,new york,ny,,
2012,37,Oscar Tuazon,1975,seattle,wa,paris,france,,
2012,39,Alicia Hall Moran,1973,redwood city,california,new york ,new york,,
2012,31,Michael Robinson,1981,plattsburgh,new york,west danby,new york,,
2012,69,Elaine Reichek,1943,new york,new york,new york,new york,,
2012,70,George Kuchar,1942,new york,new york,san francisco,ca,,
2012,69,Nathaniel Dorsky,1943,new york,ny,san francisco,ca,,
2012,32,Nick Mauss,1980,new york,new york,new york,new york,,
2012,38,Stephen O’Malley,1974,new hampshire,new hampshire,paris,france,,
2012,70,Werner Herzog,1942,munich,germany,los Angeles,ca,,
2012,37,Matt Hoyt,1975,mount kisco,new york,yorktown heights,ny,,
2012,48,Kelly Reichardt,1964,miami,fl,new york,new york,,
2012,51,Richard Hawkins,1961,mexia,texas,los Angeles,ca,,
2012,50,Luther Price,1962,marlboro,ma,revere,ma,,
2012,47,Kevin Jerome Everson,1965,mansfield,ohio,charlottesville,virginia,,
2012,48,Sarah Michelson,1964,manchester,england,brooklyn,new york,,
2012,31,Sam Lewitt,1981,Los Angeles,ca,new york,ny,,
2012,44,Peter Rehberg,1968,london,england,vienna,austria,,
2012,58,Albert Oehlen,1954,krefeld,germany,buhler and segovia,germany,,
2012,69,Jerome Hiler,1943,jamaica,new york,san francisco,ca,,
2012,43,Vincent Fecteau,1969,islip,ny,san francisco,ca,,
2012,37,Jason Moran,1975,houston,texas,new york ,new york,,
2012,68,Mayo Thompson,1944,houston,texas,california,california,,
2012,67,John Knight,1945,hollywood,ca,los Angeles,ca,,
2012,40,Joanna Malinowska,1972,gdynia,poland,new york,new york,,
2012,35,K8 Hardy,1977,fort worth,texas,brooklyn,new york,,
2012,35,Dawn Kasper,1977,fairfax,virginia,los Angeles,ca,,
2012,55,Andrew Masullo,1957,elizabeth,new jersey,san francisco,ca,,
2012,35,Michael E. Smith,1977,detroit,michigan,detroit,michigan,,
2012,58,Mike Kelley,1954,dearborn,michicgan,los Angeles,ca,,
2012,46,Kai Althoff,1966,cologne,germany,cologne,germany,,
2012,29,Kate Levant,1983,chicago,il,detroit,michigan,,
2012,69,Thom Andersen,1943,chicago,il,Los Angeles,ca,,
2012,42,Tom Thayer,1970,chicago,il,new york,new york,,
2012,36,Gisèle Vienne,1976,charleville-mezieres,france,grenoble,france,,
2012,51,Vincent Gallo,1961,buffalo,new york,,,,
2012,30,LaToya Ruby Frazier,1982,braddock,pennsylvania,new jersey,new jersey,,
2012,29,Cameron Crawford,1983,boulder,colorado,new york,ny,,
2012,82,Frederick Wiseman,1930,boston,ma,boston,ma,,
2012,48,Laura Poitras,1964,boston,ma,new york,new york,,
2012,46,Liz Deschenes,1966,boston,ma,new york,ny,,
2012,47,Andrea Fraser,1965,billings,montana,los Angeles,ca,,
2012,31,Laida Lertxundi,1981,bilbao,spain,los Angeles,ca,,
2012,35,Matt Porterfield,1977,baltimore,maryland,baltimore,maryland,,
2012,33,Georgia Sagri,1979,athens,greece,new york,new york,,
2014,57,David Robbins,1957,Whitefish Bay,WI,Shorewood,WI,,
2014,33,Sergei Tcherepnin,1981,Watertown,MA,New York,NY,,
2014,74,Jimmie Durham,1940,Washington,AR,Berlin,Germany,,
2014,72,Morgan Fisher,1942,Washington,DC,Santa Monica,CA,,
2014,34,Valerie Snobeck,1980,Wadena,MN,New York,NY,,
2014,31,Zackary Drucker,1983,Syracuse,NY,Los Angeles,CA,,
2014,47,Bjarne Melgaard,1967,Sydney,Australia,New York,NY,,
2014,48,Chris Larson,1966,St. Paul,MN,St. Paul,MN,,
2014,71,David Hammons,1943,Springfield,IL,New York,NY,,
2014,69,Michel Auder,1945,Soissons,France,Brooklyn,NY,,
2014,63,Gretchen Bender,1951,Seaford,DE,New York,NY,,
2014,40,Ricky Swallow,1974,San Remo,Australia,Los Angeles,CA,,
2014,59,Tony Greene,1955,San Francisco,CA,Los Angeles,CA,,
2014,29,Yve Laris Cohen,1985,San Diego,CA,Brooklyn,NY,,
2014,61,Dawoud Bey,1953,Queens,NY,Chicago,IL,,
2014,39,Alex Waterman,1975,Portsmouth,VA,New York,NY,,
2014,32,Rhys Ernst,1982,Pomona,CA,Los Angeles,CA,,
2014,54,Dan Walsh,1960,Philadelphia,PA,New York,NY,,
2014,75,Louise Fishman,1939,Philadelphia,PA,New York,NY,,
2014,36,Shana Lutker,1978,Northport,NY,Los Angeles,CA,,
2014,34,Jessie Mott,1980,New York,NY,Chicago,IL,,
2014,38,Karl Haendel,1976,New York,NY,Los Angeles,CA,,
2014,67,Rochelle Feinstein,1947,New York,NY,New York,NY,,
2014,54,Jacqueline Humphries,1960,New Orleans,LA,New York,NY,,
2014,50,Paul Druecke,1964,Milwaukee,WI,Milwaukee,WI,,
2014,47,A.L. Steiner,1967,Miami,FL,Los Angeles,CA,,
2014,36,Philip Vanderhyden,1978,Menasha,WI,New York,NY,,
2014,59,Gaylen Gerber,1955,McAllen,texas,Chicago,IL,,
2014,43,Miljohn Ruperto,1971,Manila,Philippines,Los Angeles,CA,,
2014,54,Charline von Heyl,1960,Mainz,Germany,New York,NY,,
2014,87,John Mason,1927,Madrid,spain,Los Angeles,CA,,
2014,29,Kevin Beasley,1985,Lynchburg,virginia,New York,NY,,
2014,39,Molly Zuckerman-Hartung,1975,Los Gatos,CA,Chicago,IL,,
2014,52,Carol Jackson,1962,Los Angeles,CA,Chicago,IL,,
2014,46,Catherine Sullivan,1968,Los Angeles,CA,Chicago,IL,,
2014,82,Channa Horwitz,1932,Los Angeles,CA,Los Angeles,CA,,
2014,55,Joel Otterson,1959,Los Angeles,CA,Los Angeles,CA,,
2014,28,Tony Lewis,1986,Los Angeles,CA,Chicago,IL,,
2014,53,Zoe Leonard,1961,Liberty,NY,New York,NY,,
2014,72,Fred Lonidier,1942,Lakeview,OR,San Diego,CA,,
2014,54,Pam Lins,1960,Lake Forest,IL,Brooklyn,NY,,
2014,37,Dave McKenzie,1977,Kingston,Jamaica,Brooklyn,NY,,
2014,36,Elijah Burgher,1978,Kingston,NY,Chicago,IL,,
2014,55,Suzanne McClelland,1959,Jacksonville,FL,New York,NY,,
2014,52,David Foster Wallace,1962,Ithaca,NY,Claremont,CA,,
2014,37,Angie Keefer,1977,Huntsville,AL,Hudson,NY,,
2014,82,Pauline Oliveros,1932,Houston,TX,Kingston,NY,,
2014,45,Rebecca Morris,1969,Honolulu,Hawaii,Los Angeles,CA,,
2014,39,Alex Jovanovich,1975,Hobart,Indiana,Bronx,NY,,
2014,67,Sherrie Levine,1947,Hazelton,PA,New York,NY,,
2014,36,Trevor Shimizu,1978,Hawaii,Hawaii,New York,NY,,
2014,42,Matthew Deleget,1972,Hammond,IN,Brooklyn,NY,,
2014,62,Stephen Berens,1952,Fort Collins,CO,Los Angeles,CA,,
2014,31,Dashiell Manley,1983,Fontana,CA,Los Angeles,CA,,
2014,43,Miguel Gutierrez,1971,Flushing,NY,Brooklyn,NY,,
2014,36,Sara Greenberger Rafferty,1978,Evanston,IL,Brooklyn,NY,,
2014,44,Laura Owens,1970,Euclid,OH,Los Angeles,CA,,
2014,63,Allan Sekula,1951,Erie,PA,Los Angeles,CA,,
2014,51,Steve Reinke,1963,Eganville Ontario,Canada,Chicago,IL,,
2014,67,Sarah Charlesworth,1947,East Orange,NJ,Hartford,CT,,
2014,58,Joseph Grigely,1956,East Longmeadow,MA,Chicago,IL,,
2014,59,Amy Sillman,1955,Detroit,MI,Brooklyn,NY,,
2014,37,Emily Sundblad,1977,Dalsjöfors,Sweden,New York,NY,,
2014,40,Joshua Mosley,1974,Dallas,TX,Philadelphia,PA,,
2014,37,Donelle Woolford,1977,Conyers,GA,New York,NY,,
2014,28,Jacolby Satterwhite,1986,Columbia,SC,New York,NY,,
2014,48,Keith Mayerson,1966,Cincinnati,OH,New York,NY,,
2014,54,Tony Tasset,1960,Cincinnati,OH,Chicago,IL,,
2014,71,Philip Hanson,1943,Chicago,IL,Chicago,IL,,
2014,71,David Diao,1943,Chengdu Sichuan,China,New York,NY,,
2014,51,Ben Kinmont,1963,Burlington,VT,Sebastopol,CA,,
2014,67,Charlemagne Palestine,1947,Brooklyn,NY,Brussels,Belgium,,
2014,56,Jeff Gibson,1958,Brisbane,Australia,New York,NY,,
2014,36,Darren Bader,1978,Bridgeport,CT,New York,NY,,
2014,47,Jonn Herschend,1967,Branson,MO,San Francisco,CA,,
2014,36,Diego Leclery,1978,Boulogne-Billancourt,France,New York,NY,,
2014,37,Andrew Bujalski,1977,Boston,MA,Austin,TX,,
2014,77,Susan Howe,1937,Boston,MA,Guilford,CT,,
2014,42,Sterling Ruby,1972,Bitburg,Germany,Los Angeles,CA,,
2014,32,Radamés “Juni” Figueroa,1982,Bayamón,Puerto Rico,San Juan,Puerto Rico,,
2014,56,Peter Schuyff,1958,Baarn,Netherlands,Amsterdam,Netherlands,,
2014,47,Lisa Anne Auerbach,1967,Ann Arbor,MI,Los Angeles,CA,,
2014,84,Robert Ashley,1930,Ann Arbor,MI,New York,NY,,
2014,42,Shio Kusaka,1972,,Japan,Los Angeles,CA,,
